가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수수량,가로수길길이,제공기관명
신포로,37.471952,126.625637,37.469449,126.623171,15,0.3,인천광역시 중구
신포로15번길,37.470556,126.624178,37.473153,126.619404,67,0.3,인천광역시 중구
연안부두로,37.457169,126.605244,37.446522,126.597541,124,0.7,인천광역시 중구
연안부두로33번길,37.455182,126.602346,37.452741,126.608356,73,0.5,인천광역시 중구
연안부두로75번길,37.453188,126.598423,37.449785,126.606518,68,0.8,인천광역시 중구
연안부두로115번길,37.449656,126.597592,37.446846,126.604628,111,0.4,인천광역시 중구
우현로,37.475067,126.631131,37.468164,126.625339,128,0.9,인천광역시 중구
월미로,37.475578,126.615711,37.471911,126.596817,742,4.9,인천광역시 중구
월미로50번길,37.478405,126.614648,37.478124,126.616391,34,0.1,인천광역시 중구
월미로189번길,37.477851,126.601777,37.475239,126.602253,57,0.3,인천광역시 중구
월미로233번길,37.475043,126.599546,37.474141,126.600641,5,0.1,인천광역시 중구
월미로234번길,37.475111,126.599374,37.475451,126.597765,8,0.1,인천광역시 중구
월미로260번길,37.473049,126.598257,37.474003,126.597345,25,0.1,인천광역시 중구
월미문화로,37.477869,126.601669,37.476745,126.597967,7,0.2,인천광역시 중구
인중로,37.479954,126.617012,37.463414,126.638932,551,2.3,인천광역시 중구
인항로,37.458227,126.630521,37.457205,126.635444,108,0.4,인천광역시 중구
인항로24번길,37.457673,126.633019,37.454505,126.631142,49,0.4,인천광역시 중구
자유공원로,37.475319,126.629087,37.475187,126.631026,14,1.4,인천광역시 중구
제물량로,37.479377,126.619971,37.461563,126.637867,440,3.1,인천광역시 중구
제물량로24번길,37.462534,126.637279,37.462211,126.638448,8,0.1,인천광역시 중구
제물량로232번길,37.473279,126.619381,37.473995,126.619949,11,0.1,인천광역시 중구
제물량로241번길,37.473379,126.618131,37.473626,126.616199,37,0.2,인천광역시 중구
참외전로,37.479407,126.620194,37.468189,126.642536,359,2.4,인천광역시 중구
참외전로59번길,37.478208,126.617841,37.480311,126.620071,14,0.3,인천광역시 중구
참외전로244번길,37.465336,126.640237,37.466392,126.639459,15,0.1,인천광역시 중구
축항대로,37.447151,126.630278,37.461765,126.600409,968,2.9,인천광역시 중구
축항대로2번길,37.461765,126.600409,37.458088,126.596301,104,0.5,인천광역시 중구
축항대로69번길,37.457319,126.605341,37.457873,126.608742,27,0.34,인천광역시 중구
축항대로86번길,37.456349,126.606881,37.444646,126.599521,208,1.4,인천광역시 중구
축항대로87번길,37.456623,126.607211,37.459408,126.611062,36,0.4,인천광역시 중구
축항대로117번길,37.455447,126.610163,37.458917,126.612344,71,0.4,인천광역시 중구
축항대로118번길,37.455112,126.609973,37.446839,126.597474,487,1.9,인천광역시 중구
축항대로165번길,37.453441,126.615093,37.456994,126.617303,76,0.4,인천광역시 중구
축항대로166번길,37.453166,126.614892,37.448324,126.611926,96,0.5,인천광역시 중구
축항대로212번길,37.451273,126.619516,37.446452,126.616415,128,0.6,인천광역시 중구
축항대로290번길,37.448051,126.627464,37.436428,126.620011,253,1.4,인천광역시 중구
축항대로291번길,37.448386,126.627685,37.452253,126.629296,84,0.5,인천광역시 중구
축항대로296번길,37.441322,126.628934,37.434575,126.624557,162,0.9,인천광역시 중구
자연대로,37.495461,126.549873,37.527052,126.506494,1657,6.83,인천광역시 중구
영종순환로,37.527052,126.506494,37.513447,126.500469,769,0.6,인천광역시 중구
남북로,37.442243,126.404952,37.452555,126.420843,369,1.86,인천광역시 중구
공항서로,37.452825,126.391383,37.431721,126.426353,866,3.1,인천광역시 중구
용유로,37.423705,126.425242,37.470122,126.371551,2994,12.04,인천광역시 중구
영종해안남로,37.423697,126.425252,37.455918,126.493381,743,9.06,인천광역시 중구
신도시남로,37.495369,126.484971,37.495383,126.490502,271,1.5,인천광역시 중구
신도시북로,37.495383,126.490502,37.495369,126.484971,310,1.5,인천광역시 중구
신도시북로43번길,37.499253,126.485179,37.500669,126.486778,224,0.86,인천광역시 중구
영종대로27번길,37.496921,126.485061,37.494791,126.482192,118,0.51,인천광역시 중구
흰바위로59번길,37.491935,126.491448,37.494921,126.493702,62,0.2,인천광역시 중구
신도시남로149번길,37.494024,126.488088,37.494111,126.490477,15,0.18,인천광역시 중구
신도시남로141번길,37.493911,126.489916,37.493067,126.488065,62,0.18,인천광역시 중구
신도시남로142번길,37.493982,126.490394,37.493783,126.492861,17,0.18,인천광역시 중구
흰바위로27번길,37.495252,126.488103,37.492501,126.488042,15,0.27,인천광역시 중구
백년로,37.500691,126.489087,37.502194,126.489205,28,1.29,인천광역시 중구
신도시북로88번길,37.500319,126.489061,37.499192,126.490345,30,0.56,인천광역시 중구
운남로,37.494915,126.534138,37.477537,126.532952,321,2.3,인천광역시 중구
운중로,37.493592,126.533586,37.493501,126.534909,20,2.26,인천광역시 중구
운남서로,37.493714,126.533578,37.489182,126.532926,199,1.08,인천광역시 중구
운남로128번길,37.489182,126.532926,37.489182,126.534321,19,0.11,인천광역시 중구
운남로184번길,37.493946,126.533603,37.493911,126.534785,10,0.97,인천광역시 중구
운남로154번길,37.491376,126.532863,37.491369,126.534568,23,0.14,인천광역시 중구
관창로,37.491376,126.532863,37.491175,126.525673,80,0.76,인천광역시 중구
운남서로10번길,37.489321,126.531753,37.489529,126.531861,35,0.3,인천광역시 중구
운남안길,37.490567,126.533224,37.493165,126.534749,41,0.5,인천광역시 중구
운남동로3번길,37.487733,126.532992,37.490202,126.533271,69,0.38,인천광역시 중구
"관창로42,46번길",37.491394,126.528067,37.492628,126.529794,27,0.45,인천광역시 중구
운남서로76번길,37.493531,126.530535,37.492731,126.532766,20,0.2,인천광역시 중구
관창로3번길,37.491309,126.530932,37.491283,126.532348,34,0.2,인천광역시 중구
관창로4번길,37.491283,126.532348,37.493871,126.532262,89,0.31,인천광역시 중구
영종대로,37.502371,126.572056,37.493331,126.480078,1547,9.63,인천광역시 중구
하늘달빛로,37.490577,126.551521,37.481691,126.565234,321,1.67,인천광역시 중구
하늘별빛로,37.485651,126.569535,37.494755,126.555921,360,1.33,인천광역시 중구
은하수로,37.483627,126.549849,37.491631,126.582259,782,3.56,인천광역시 중구
하늘중앙로,37.499695,126.573411,37.483377,126.555883,488,2.75,인천광역시 중구
하늘중앙로225번길,37.488247,126.557847,37.486381,126.560647,95,0.31,인천광역시 중구
하늘중앙로195번길,37.490281,126.560112,37.488391,126.562865,94,0.31,인천광역시 중구
두미포로,37.499039,126.556455,37.501177,126.567447,469,2.45,인천광역시 중구
찬들로,37.473893,126.517874,37.484431,126.544854,532,2.35,인천광역시 중구
산울림로,37.479235,126.514273,37.482368,126.515047,174,0.75,인천광역시 중구
넙디로,37.486191,126.505929,37.474542,126.522181,461,2.89,인천광역시 중구
영종대로565번길,37.484197,126.526341,37.476528,126.528787,177,0.86,인천광역시 중구
영종대로462번길,37.470275,126.516037,37.473791,126.517873,80,0.39,인천광역시 중구
큰말로,37.474441,126.522228,37.472695,126.517304,478,2.1,인천광역시 중구
숲쟁이로,37.477232,126.511928,37.484953,126.533006,672,3.01,인천광역시 중구
남디로,37.482744,126.520238,37.483797,126.523599,186,0.92,인천광역시 중구
햇내로,37.489588,126.496413,37.506989,126.499656,345,2.11,인천광역시 중구
햇내로13번길,37.491407,126.495231,37.490573,126.497151,33,0.16,인천광역시 중구
햇내로14번길,37.490573,126.497151,37.489909,126.498577,48,0.27,인천광역시 중구
햇내로27번길,37.492582,126.496013,37.491714,126.497881,35,0.16,인천광역시 중구
햇내로28번길,37.491714,126.497881,37.491024,126.499382,49,0.27,인천광역시 중구
햇내로98번길,37.497062,126.501851,37.493833,126.506993,82,0.58,인천광역시 중구
햇내로128번길,37.499623,126.502515,37.499826,126.504416,32,0.14,인천광역시 중구
영종대로162번길,37.490501,126.494517,37.493771,126.496814,97,0.61,인천광역시 중구
영종대로277번길,37.485829,126.504802,37.494962,126.507424,242,0.57,인천광역시 중구
영종대로252번길,37.486347,126.498481,37.488018,126.503571,91,0.45,인천광역시 중구
영종대로278번길,37.483341,126.498851,37.485811,126.504744,126,0.56,인천광역시 중구
영종대로196번길,37.488729,126.497577,37.492171,126.500103,158,0.4,인천광역시 중구
흰바위로90번길,37.490467,126.494449,37.488929,126.493339,27,0.28,인천광역시 중구
화랑목로,37.493818,126.499361,37.499679,126.502474,213,1.1,인천광역시 중구
운서로,37.503871,126.504426,37.493818,126.499361,349,0.92,인천광역시 중구
미단금산로,37.524151,126.518964,37.526312,126.522609,73,0.41,인천광역시 중구
미단행운로,37.528602,126.516781,37.523507,126.527716,290,1.22,인천광역시 중구
미단중앙로,37.523741,126.510486,37.520473,126.538344,917,2.99,인천광역시 중구
도로명미부여지(A),37.524738,126.523114,37.522677,126.522266,41,0.68,인천광역시 중구
도로명미부여지(B),37.525539,126.521617,37.524566,126.524261,56,0.48,인천광역시 중구
미단시티 2단계,37.528741,126.511749,37.525069,126.503327,816,4.76,인천광역시 중구
하늘대로,37.504129,126.571152,37.465545,126.505425,1280,6.06,인천광역시 중구
흰바위로,37.492578,126.484971,37.477131,126.511948,303,3.47,인천광역시 중구
하늘달빛로26번길,37.483025,126.563181,37.487138,126.567365,114,0.57,인천광역시 중구
하늘달빛로2번길,37.481762,126.565409,37.485694,126.569388,336,1.72,인천광역시 중구
고들재로,37.486799,126.543876,37.486296,126.546071,91,0.44,인천광역시 중구
은하수로450번길,37.485422,126.544872,37.486111,126.549951,115,0.43,인천광역시 중구
쪽빛하늘로,37.475907,126.521611,37.477883,126.528276,173,0.85,인천광역시 중구
은하수로75번길,37.487031,126.567281,37.493411,126.573895,212,0.87,인천광역시 중구
구읍로,37.485585,126.569525,37.492302,126.576353,266,1.12,인천광역시 중구
찬들로244번길,37.483373,126.540842,37.481612,126.541582,38,0.19,인천광역시 중구
영종진로,37.493393,126.574095,37.500245,126.575481,154,0.87,인천광역시 중구
쪽빛하늘로18번길,37.474998,126.521953,37.477539,126.522697,37,0.25,인천광역시 중구
쪽빛하늘로60번길,37.478478,126.526111,37.476961,126.528645,35,0.24,인천광역시 중구
영종대로566번길,37.476528,126.528787,37.477571,126.532971,121,0.54,인천광역시 중구
흰바위로232번길,37.477643,126.506157,37.480249,126.501844,251,0.97,인천광역시 중구
하늘문화로47번길,37.459792,126.492171,37.478121,126.492412,75,0.33,인천광역시 중구
미단시티 1단계,37.520198,126.539207,37.528741,126.511749,2041,8.86,인천광역시 중구
가양로,35.202893,128.697101,35.210037,128.710382,309,1.627,경상남도 창원시
가음로,35.2115,128.69726,35.20356,128.704217,344,1.25,경상남도 창원시
가음정로,35.208013,128.687989,35.210796,128.690524,574,2.055,경상남도 창원시
공단로,35.189416,128.693294,35.213858,128.650605,1122,8.596,경상남도 창원시
국도25호선,35.23177,128.703437,35.206101,128.711441,950,5.2,경상남도 창원시
단정로,35.221253,128.680768,35.213727,128.691122,175,1.313,경상남도 창원시
동산로,35.22646,128.697625,35.214542,128.695479,586,2.271,경상남도 창원시
대암로,35.20687,128.700576,35.205127,128.707096,954,3.064,경상남도 창원시
대정로,35.204974,128.696495,35.212396,128.709649,303,1.598,경상남도 창원시
두산볼보로,35.187363,128.596965,35.191563,128.630744,102,3.33,경상남도 창원시
반송로,35.244575,128.660261,35.235756,128.676272,390,1.948,경상남도 창원시
반지로,35.239194,128.659392,35.243012,128.665387,164,0.848,경상남도 창원시
비음로,35.216317,128.710774,35.229958,128.696077,275,2.44,경상남도 창원시
봉양로,35.211587,128.621395,35.189241,128.635301,1112,3.264,경상남도 창원시
상남로,35.214997,128.675682,35.224977,128.684097,300,1.404,경상남도 창원시
삼정자로,35.197399,128.706152,35.193129,128.722074,812,1.81,경상남도 창원시
성주로,35.188605,128.693106,35.199486,128.70229,219,1.505,경상남도 창원시
성산패총로,35.200669,128.674128,35.211417,128.686236,312,1.853,경상남도 창원시
삼동로,35.215616,128.647973,35.2258,128.656552,258,1.359,경상남도 창원시
신촌로,35.209443,128.625617,35.196179,128.630549,281,1.58,경상남도 창원시
원이대로,35.217102,128.694395,35.236428,128.67082,268,9.233,경상남도 창원시
외리로,35.197959,128.709295,35.20346,128.707779,173,0.629,경상남도 창원시
외동반림로,35.220824,128.674545,35.24188,128.681973,113,1.494,경상남도 창원시
용지로,35.217126,128.671368,35.227535,128.680229,274,1.28,경상남도 창원시
안민로,35.205442,128.691837,35.1933,128.718622,295,1.932,경상남도 창원시
완암로,35.203319,128.659663,35.217117,128.671411,318,1.869,경상남도 창원시
연덕로,35.20537,128.654217,35.219914,128.666619,212,2.469,경상남도 창원시
중앙대로,35.21618,128.673498,35.22555,128.68148,97,1.29,경상남도 창원시
토월로,35.211509,128.681385,35.222466,128.688902,284,1.555,경상남도 창원시
창이대로,35.233059,128.643802,35.199521,128.702321,310,3.339,경상남도 창원시
정동로,35.194157,128.682224,35.187842,128.69441,397,1.675,경상남도 창원시
적현로,35.21198,128.620576,35.178292,128.596302,1107,5.992,경상남도 창원시
창곡로,35.216209,128.645767,35.203467,128.65604,249,1.811,경상남도 창원시
창원대로,35.225799,128.656561,35.186798,128.745012,1326,8.12,경상남도 창원시
충혼로,35.225799,128.656561,35.236254,128.664114,161,1.33,경상남도 창원시
장복산길,35.188231,128.638134,35.176597,128.648964,170,2.225,경상남도 창원시
동읍로,35.277294,128.684716,35.37104,128.643254,53,14,경상남도 창원시
봉강가술로,35.35121,128.656796,35.332283,128.706864,221,5.8,경상남도 창원시
단계2로,35.283747,128.698612,35.279459,128.704878,133,0.8,경상남도 창원시
단내로,35.339849,128.601058,35.349984,128.564215,264,3.8,경상남도 창원시
온천로,35.354725,128.610694,35.362056,128.572545,707,4.2,경상남도 창원시
천주로,35.261926,128.618184,35.390289,128.595407,682,17,경상남도 창원시
하천로,35.360252,128.595267,35.373106,128.613651,100,2.5,경상남도 창원시
정렬대로,35.278405,128.617022,35.359714,128.630018,2553,12.2,경상남도 창원시
대산북로,35.369757,128.643346,35.342879,128.743243,128,10.7,경상남도 창원시
원이대로,35.261471,128.631051,35.242048,128.651284,864,6,경상남도 창원시
의창대로,35.255171,128.605998,35.261471,128.631051,280,10.7,경상남도 창원시
창원대로,35.255171,128.605998,35.225654,128.656393,2542,5.6,경상남도 창원시
남면로,35.232154,128.644643,35.220719,128.648806,719,3.5,경상남도 창원시
남산로,35.26032,128.610439,35.25376,128.620804,255,1.2,경상남도 창원시
대원로,35.238811,128.648539,35.228342,128.651983,250,1.5,경상남도 창원시
두대로,35.234814,128.64535,35.227453,128.657878,139,1.7,경상남도 창원시
무역로,35.232874,128.643455,35.218123,128.628384,356,2.3,경상남도 창원시
무역로459번길,35.22084,128.632804,35.225227,128.63512,105,0.5,경상남도 창원시
무역로581번길,35.229666,128.640765,35.232456,128.635378,72,0.6,경상남도 창원시
반계로,35.257025,128.614554,35.248157,128.606757,222,1.2,경상남도 창원시
사화로,35.2359,128.645973,35.257832,128.608156,740,4.3,경상남도 창원시
사화로17번길,35.256906,128.609705,35.259453,128.612013,65,0.3,경상남도 창원시
소계로,35.252568,128.605576,35.259422,128.595527,40,0.7,경상남도 창원시
의창대로62번길,35.256936,128.607315,35.255902,128.608825,22,0.2,경상남도 창원시
죽전로,35.248487,128.624016,35.241448,128.618086,153,0.9,경상남도 창원시
차룡단지로,35.24465,128.613192,35.236037,128.634149,212,2.1,경상남도 창원시
차룡로,35.245826,128.629332,35.240446,128.624918,110,0.7,경상남도 창원시
차룡로48번길,35.243901,128.243901,35.240381,128.634248,143,0.7,경상남도 창원시
차상로,35.224601,128.224601,35.241185,128.635009,274,1.9,경상남도 창원시
차상로18번길,35.230308,128.230308,35.226292,128.63587,98,0.6,경상남도 창원시
창원대로18번길,35.253878,128.253878,35.254787,128.60353,74,0.9,경상남도 창원시
창원대로363번길,35.238138,128.238138,35.236172,128.638123,82,0.2,경상남도 창원시
창이대로,35.232939,128.232939,35.230187,128.695543,3817,6.3,경상남도 창원시
창이대로15번길,35.234453,128.234453,35.235655,128.642328,45,0.2,경상남도 창원시
충혼로,35.245651,128.245651,35.236408,128.663951,346,1.1,경상남도 창원시
팔용로,35.261791,128.261791,35.248922,128.602954,360,2.3,경상남도 창원시
평산로,35.244718,128.244718,35.261084,128.626425,492,2,경상남도 창원시
도계로,35.251112,128.251112,35.259374,128.632816,279,1.8,경상남도 창원시
명서로,35.248712,128.248712,35.245135,128.645871,323,1.5,경상남도 창원시
우곡로,35.238829,128.238829,35.24849,128.641339,318,2.5,경상남도 창원시
원이대로240번길,35.244346,128.244346,35.241198,128.644247,77,0.4,경상남도 창원시
지귀로,35.243625,128.243625,35.244645,128.658581,162,1.3,경상남도 창원시
태복산로,35.24849,128.641339,35.249941,128.671373,92,3.5,경상남도 창원시
봉곡로,35.24566,128.662886,35.246018,128.670467,254,1.3,경상남도 창원시
사림로,35.244894,128.673994,35.240727,128.683881,309,1.7,경상남도 창원시
사림로99번길,35.25054,128.685224,35.245217,128.682804,138,0.6,경상남도 창원시
퇴촌로,35.242275,128.685617,35.24229,128.690358,121,0.5,경상남도 창원시
상남로,35.225462,128.684361,35.240859,128.701713,248,2.5,경상남도 창원시
신사로,35.227332,128.686182,35.222891,128.693981,142,0.9,경상남도 창원시
신월로,35.2313,128.689531,35.225443,128.696286,113,0.9,경상남도 창원시
외동반림로,35.24186,128.681864,35.231882,128.673127,285,1.4,경상남도 창원시
외동반림로248번길,35.239174,128.679559,35.237229,128.682814,85,0.4,경상남도 창원시
용지로,35.227758,128.68038,35.242247,128.690472,277,2,경상남도 창원시
용지로169번길,35.229953,128.682216,35.233194,128.674391,80,0.8,경상남도 창원시
용지로239번길,35.237229,128.682814,35.235114,128.680508,93,0.4,경상남도 창원시
용호로,35.230185,128.675782,35.239753,128.685002,235,1.4,경상남도 창원시
중앙대로,35.236158,128.690401,35.227518,128.68309,96,1.2,경상남도 창원시
중앙대로185번길,35.231038,128.683211,35.229992,128.685131,46,0.2,경상남도 창원시
중앙대로186번길,35.229992,128.685131,35.228843,128.687143,35,0.2,경상남도 창원시
남면로113번길,35.223973,128.637156,35.220707,128.641633,117,0.5,경상남도 창원시
합포로,35.202887,128.572565,35.22081,128.58709,454,2.72,경상남도 창원시
북성로,35.207738,128.573813,35.216172,128.570412,175,1.04,경상남도 창원시
불종거리로,35.204501,128.576891,35.211381,128.575836,121,0.835,경상남도 창원시
해안대로,35.218965,128.589654,35.180642,128.558541,989,5.91,경상남도 창원시
고운로,35.185965,128.560602,35.200591,128.566622,21,2.43,경상남도 창원시
무학로,35.175736,128.554268,35.215801,128.561077,1540,5.42,경상남도 창원시
가포로,35.180087,128.558283,35.134354,128.567645,1334,8.04,경상남도 창원시
이순신로,35.066979,128.627803,35.086955,128.585701,331,7.21,경상남도 창원시
구산로,35.132458,128.566334,35.092442,128.583803,1725,7.57,경상남도 창원시
해양관광로,35.111715,128.505342,35.097382,128.557684,90,18.7,경상남도 창원시
월영남로,35.178469,128.558343,35.174786,128.558901,153,0.127,경상남도 창원시
월영마을로,35.174856,128.558878,35.171953,128.561388,295,0.802,경상남도 창원시
월영동남로,35.178516,128.566969,35.177407,128.564215,27,0.297,경상남도 창원시
월영동로,35.180612,128.562399,35.17778,128.564051,58,0.398,경상남도 창원시
월영동서로,35.180271,128.560147,35.178254,128.560125,23,0.251,경상남도 창원시
월영동3길,35.180388,128.559577,35.178213,128.559642,4,0.242,경상남도 창원시
문화동로,35.188155,128.562179,35.18776,128.563746,32,0.139,경상남도 창원시
중앙남11길,35.1933,128.561292,35.193291,128.56126,5,0.316,경상남도 창원시
중앙동로,35.196497,128.567087,35.196147,128.569651,20,0.27,경상남도 창원시
장군천로,35.196442,128.562013,35.196519,128.567018,13,0.759,경상남도 창원시
완월남로,35.197531,128.556581,35.196553,128.561974,101,0.589,경상남도 창원시
자산삼거리로,35.202193,128.5676,35.206594,128.566216,134,1.06,경상남도 창원시
서성로,35.197989,128.570459,35.202618,128.571833,107,0.681,경상남도 창원시
허당로,35.211636,128.576097,35.210829,128.584401,176,0.982,경상남도 창원시
현동로,35.154171,128.550483,35.135886,128.563656,134,2.68,경상남도 창원시
덴소첨단지구,35.160705,128.551808,35.157302,128.550161,145,0.671,경상남도 창원시
현동6길,35.152493,128.551699,35.143405,128.557466,444,1.61,경상남도 창원시
산단1길,35.143622,128.481956,35.126903,128.482703,1475,2.8,경상남도 창원시
남해안대로,35.100435,128.409207,35.153734,128.523262,4640,21,경상남도 창원시
만날고개1길,35.185802,128.551904,35.185041,128.550179,60,0.302,경상남도 창원시
제2부도로,35.194319,128.57231,35.198209,128.575888,26,0.817,경상남도 창원시
신서촌로,35.114706,128.485324,35.121323,128.487866,119,0.9,경상남도 창원시
드림베이대로,35.164623,128.580724,35.16745,128.57302,615,5.25,경상남도 창원시
학동로,35.159835,128.425658,35.11599,128.472797,250,7.03,경상남도 창원시
노산서18길,35.214132,128.561918,35.215499,128.570362,37,0.802,경상남도 창원시
회진로,35.059254,128.42659,35.106316,128.447422,485,9.87,경상남도 창원시
석곡로,35.118564,128.541113,35.117134,128.580496,2029,4.62,경상남도 창원시
3.15대로,35.215039,128.576111,35.180447,128.558307,626,5,경상남도 창원시
옥과 리문,35.26986,127.13797,35.27138,127.08099,474,4.8,전라남도 곡성군
옥과 무창,35.28247,127.15003,35.30548,127.19142,996,10.1,전라남도 곡성군
오산 삼거리,35.23991,127.12009,35.20777,127.14886,309,9.5,전라남도 곡성군
곡성 신기,35.30604,127.27938,35.17134,127.39622,1237,18.6,전라남도 곡성군
곡성역,35.2837,127.30403,35.26645,127.32199,136,2,전라남도 곡성군
오곡 압록,35.20541,127.37051,35.13787,127.30197,1346,16.2,전라남도 곡성군
목사동 동암,35.10831,127.29336,35.09034,127.29144,581,5.7,전라남도 곡성군
석곡 봉전,35.11293,127.24005,35.22885,127.23409,1381,15.2,전라남도 곡성군
삼기 삼거리,35.22885,127.23409,35.24573,127.18146,962,9.4,전라남도 곡성군
죽곡 태안교,35.16038,127.34642,35.06807,127.35858,1568,8.7,전라남도 곡성군
곡성 신기,35.30464,127.28316,35.32117,127.22752,693,5.2,전라남도 곡성군
오곡 구성,35.23793,127.28163,35.19349,127.28567,1569,7.8,전라남도 곡성군
오곡 오지,35.2645,127.32299,35.23001,127.26989,578,5.5,전라남도 곡성군
삼기 괴소,35.23782,127.22772,35.28373,127.29996,964,8,전라남도 곡성군
곡성읍,35.28373,127.29996,35.29524,127.34179,623,3.3,전라남도 곡성군
고달면사무소,35.29524,127.34179,35.31489,127.3432,207,9,전라남도 곡성군
곡성 월봉,35.26341,127.27699,35.26741,127.25847,208,1.1,전라남도 곡성군
곡성 신기 구간,35.30897,127.28836,35.30897,127.28836,325,4.3,전라남도 곡성군
목사동 범계 지구,35.11646,127.28436,35.12671,127.2852,95,3.9,전라남도 곡성군
목사동 공북,35.12324,127.26635,35.08803,127.26794,716,5.8,전라남도 곡성군
겸면 흥복,35.25107,127.17278,35.22717,127.14244,1216,7,전라남도 곡성군
옥과 수리,35.30665,127.1557,35.32232,127.17155,298,3.3,전라남도 곡성군
고달,35.29551,127.34252,35.30309,127.34406,1965,7.5,전라남도 곡성군
석곡 노루목,35.13287,127.25274,35.15079,127.32104,196,4,전라남도 곡성군
입면 창정,35.30664,127.19462,35.32146,127.17168,121,2.5,전라남도 곡성군
석곡지구,35.12306,127.24978,35.12958,127.25152,364,3.2,전라남도 곡성군
목사동 구룡 지구,35.13271,127.31474,35.13271,127.31474,55,0.2,전라남도 곡성군
삼기 금계 지구,35.19767,127.25479,35.19767,127.25479,316,1.5,전라남도 곡성군
목사동 용사리 구간,35.12596,127.30814,35.12828,127.31277,209,1.4,전라남도 곡성군
곡성읍내 및 신월천,35.28215,127.2968,35.27335,127.26616,581,5.7,전라남도 곡성군
곡성읍 신리구간,35.28982,127.32599,35.28982,127.32599,862,6,전라남도 곡성군
곡성묘천,35.26881,127.29141,35.27308,127.31281,93,1,전라남도 곡성군
공항대로,37.56178,126.80735,37.54758,126.87971,995,7.1,서울특별시 강서구
등촌로,37.5507,126.86403,37.53025,126.86389,318,2.4,서울특별시 강서구
양천로,37.57271,126.80396,37.54822,126.87941,997,7.6,서울특별시 강서구
화곡로,37.53995,126.83391,37.5634,126.85654,761,5.61,서울특별시 강서구
개화동로,37.56177,126.8071,37.59163,126.80397,601,2.7,서울특별시 강서구
강서로,37.52807,126.84879,37.57366,126.84335,790,6.88,서울특별시 강서구
가로공원로,37.53724,126.83752,37.53861,126.8424,252,0.7,서울특별시 강서구
곰달래로,37.53011,126.83845,37.53238,126.86331,461,2.1,서울특별시 강서구
남부순환로,37.56116,126.80726,37.54235,126.82356,789,2.2,서울특별시 강서구
발산로,37.55232,126.81662,37.55526,126.82027,132,3.8,서울특별시 강서구
방화대로 48길,37.57569,126.81616,37.57594,126.81983,52,0.36,서울특별시 강서구
방화대로 47길,37.57622,126.81227,37.57618,126.81678,75,0.25,서울특별시 강서구
방화대로,37.57737,126.81691,37.54952,126.81661,694,2.82,서울특별시 강서구
금낭화로,37.5807,126.81416,37.56514,126.81167,620,2.6,서울특별시 강서구
허준로,37.5709,126.84191,37.55878,126.865,507,2.5,서울특별시 강서구
양천로 61길,37.55704,126.8633,37.55983,126.86744,91,0.5,서울특별시 강서구
양천로 59길,37.55965,126.8583,37.56161,126.86007,56,0.27,서울특별시 강서구
양천로 57길,37.563,126.85184,37.56502,126.85357,53,0.2,서울특별시 강서구
공항대로 41길,37.55816,126.84465,37.56421,126.84875,135,0.7,서울특별시 강서구
양천로 27길,37.57358,126.8205,37.5833,126.8186,74,0.5,서울특별시 강서구
강서로 68길,37.56654,126.84104,37.56365,126.84823,120,1.35,서울특별시 강서구
양천로 55길,37.56457,126.84899,37.56719,126.85076,55,0.4,서울특별시 강서구
초원로,37.56782,126.80557,37.56761,126.8163,194,0.9,서울특별시 강서구
공항대로 43길,37.55745,126.8487,37.56285,126.85162,71,0.56,서울특별시 강서구
화곡로 63가길,37.55896,126.8472,37.56299,126.84944,105,0.5,서울특별시 강서구
공항대로 39길,37.55925,126.84363,37.56402,126.84705,126,0.64,서울특별시 강서구
강서로 56나길,37.56291,126.84233,37.5656,126.84363,131,0.56,서울특별시 강서구
강서로 56가길,37.56317,126.84075,37.56726,126.84229,92,0.8,서울특별시 강서구
방화대로 6길,37.55501,126.81669,37.55457,126.81901,31,0.23,서울특별시 강서구
방화대로 6라길,37.5566,126.81836,37.55507,126.81842,20,0.17,서울특별시 강서구
월정로,37.53659,126.83439,37.5301,126.8384,31,0.8,서울특별시 강서구
강서로 56길,37.5597,126.83879,37.55907,126.84503,43,0.6,서울특별시 강서구
화곡로 63길,37.55905,126.84542,37.55705,126.85203,81,0.7,서울특별시 강서구
강서로 62길,37.56319,126.83993,37.5614,126.84644,154,0.63,서울특별시 강서구
화곡로 65길,37.56121,126.84691,37.55814,126.85338,108,0.7,서울특별시 강서구
수명로,37.54877,126.82038,37.55356,126.82617,377,1.46,서울특별시 강서구
수명로 1길,37.54998,126.82343,37.55378,126.82576,239,0.69,서울특별시 강서구
수명로 2길,37.54962,126.82387,37.55338,126.82836,109,0.7,서울특별시 강서구
수명로 6길,37.55543,126.82666,37.55504,126.83195,148,0.7,서울특별시 강서구
강서로 47길,37.55373,126.82641,37.55265,126.83617,90,0.4,서울특별시 강서구
오정대로,37.54882,126.8167,37.54065,126.81666,194,1.23,서울특별시 강서구
23번 국도 가로수 조성사업,35.965156,126.953315,35.964888,126.948092,67,0.8,전라북도 익산시
여산 - 망성간 가로수 조성공사,36.048445,127.074035,36.127893,127.024145,,10,전라북도 익산시
27번국도 가로수 조성(송학교차로~오산영만리),35.946769,126.928566,35.953495,126.916294,590,6.9,전라북도 익산시
