자전거보관소명,위도,경도,보관대수,제공기관명
북원로터리,35.153226,128.656828,10,경상남도 창원시
중원로터리,35.14987,128.660513,10,경상남도 창원시
해군아파트 앞,35.145095,128.658421,10,경상남도 창원시
속천 수협 앞,35.143602,128.669778,7,경상남도 창원시
진해 중앙시장 앞,35.151258,128.670713,18,경상남도 창원시
3호광장,35.158525,128.697891,5,경상남도 창원시
냉천사거리,35.154406,128.704509,10,경상남도 창원시
해군아파트사거리,35.144661,128.707176,10,경상남도 창원시
풍호초등교사거리,35.14044,128.707385,10,경상남도 창원시
경화역 옆,35.159121,128.684853,10,경상남도 창원시
다운동 시민교회 뒤,35.557254,129.277547,9,울산광역시 중구
다운사거리 나산빌딩 뒤,35.556131,129.275852,9,울산광역시 중구
태화마을 녹색 나눔숲 공원,35.556015,129.278796,20,울산광역시 중구
다운동 불고기단지공원,35.554634,129.278972,16,울산광역시 중구
다운동 불고기단지,35.552866,129.2841828,14,울산광역시 중구
중구 보건소,35.569429,129.350393,10,울산광역시 중구
우정동주민센터내,35.554744,129.3123959,7,울산광역시 중구
남외동 태광안경 앞,35.569086,129.344022,10,울산광역시 중구
남외동 종합문구상사 앞,35.569126,129.344442,10,울산광역시 중구
다운동 태화강변 체육시설내,35.554906,129.2771178,8,울산광역시 중구
병영2동주민센터,35.579375,129.345959,8,울산광역시 중구
다운자전거연습장,35.554501,129.276291,16,울산광역시 중구
다운치안센터 뒷편 둔치,35.561147,129.269027,9,울산광역시 중구
다운초등학교 옆,35.561969,129.268059,18,울산광역시 중구
다운초등학교 옆,35.561798,129.268023,10,울산광역시 중구
다운초등학교 옆,35.561573,129.267104,63,울산광역시 중구
다운동주민센터,35.556282,129.275701,20,울산광역시 중구
약사동 무룡중학교 옆,35.565421,129.335621,16,울산광역시 중구
약사동 본죽 앞,35.5649877,129.336652,8,울산광역시 중구
반구1동 주민센터,35.556405,129.341604,19,울산광역시 중구
태화동주민센터,35.556497,129.304447,10,울산광역시 중구
중앙동 롯데시네마 앞,35.553242,129.320254,18,울산광역시 중구
반구2동 안국한의원 건너편,35.563103,129.336576,7,울산광역시 중구
반구2동 안국한의원 앞,35.563214,129.337173,7,울산광역시 중구
학성새벽시장 공영주차장,35.557008,129.333563,10,울산광역시 중구
큐빅광장 옆,35.554753,129.318117,10,울산광역시 중구
중앙동 중앙시장 앞,35.554821,129.323424,9,울산광역시 중구
중앙동 안국한의원 우측,35.555693,129.324475,20,울산광역시 중구
문화의거리공영주차장,35.556693,129.322054,20,울산광역시 중구
동헌 정문 앞,35.558211,129.320016,13,울산광역시 중구
반구2동 농협구교점 앞,35.562212,129.3373439,7,울산광역시 중구
반구2동 안경사랑 콘택트 앞,35.562077,129.338114,7,울산광역시 중구
반구2동 세창짜임아파트 101동 앞 도로변,35.561047,129.339134,7,울산광역시 중구
남외동 화합로 366 정관장 앞,35.555859,129.341242,7,울산광역시 중구
병영1동 남외동 명한의원 앞,35.559486,129.343332,8,울산광역시 중구
반구1동 유로캐슬앞(학성육교),35.559311,129.344509,36,울산광역시 중구
병영1동 중구종합사회복지관,35.568487,129.346781,10,울산광역시 중구
병영1동 주민센터,35.570031,129.346564,10,울산광역시 중구
태화교 쉼터(태화루 옆),35.553416,129.307684,7,울산광역시 중구
중앙동주민센터,35.557437,129.324018,10,울산광역시 중구
반구2동주민센터,35.563363,129.340805,5,울산광역시 중구
학성동주민센터,35.555348,129.334473,10,울산광역시 중구
중구청 본관 뒤편,35.569331,129.332531,20,울산광역시 중구
다운행운경로당앞,35.560008,129.265094,9,울산광역시 중구
다운치안센터,35.561345,129.269108,10,울산광역시 중구
태화강 대공원,35.5532633,129.283053,28,울산광역시 중구
성남공영주차장 앞,35.554128,129.316795,10,울산광역시 중구
옥교 제2공영주차장,35.557019,129.321927,20,울산광역시 중구
울산교회 정문 앞 주차장,35.559478,129.326997,15,울산광역시 중구
강변 풍적아파트 건너편 강변,35.552448,129.3277301,14,울산광역시 중구
중부도서관,35.558311,129.320779,26,울산광역시 중구
복산초교 앞 공영주차장,35.5594601,129.324459,10,울산광역시 중구
반구동 다이소 앞,35.563942,129.336479,7,울산광역시 중구
간이역 반구2호점 앞,35.562468,129.337734,7,울산광역시 중구
중구노인복지관,35.562676,129.342569,14,울산광역시 중구
체인리액션바이크 앞,35.559812,129.344032,8,울산광역시 중구
학성동 구역전 공영주차장,35.556909,129.328642,10,울산광역시 중구
중앙동 중앙평생학습관 옆,35.556065,129.320951,9,울산광역시 중구
성안 체육공원,35.576782,129.3039091,18,울산광역시 중구
복산1동 주민센터,35.563029,129.327011,10,울산광역시 중구
울산mbc,35.560023,129.333888,10,울산광역시 중구
내황초등학교앞 육교,35.551967,129.349151,20,울산광역시 중구
약사중학교 앞,35.570647,129.338984,20,울산광역시 중구
약사초등학교,35.5673241,129.334362,9,울산광역시 중구
중앙동 옥교공영주차장,35.553803,129.322591,60,울산광역시 중구
우정제2공영주차장,35.555567,129.314601,20,울산광역시 중구
우정제1공영주차장,35.5556401,129.312849,10,울산광역시 중구
태화동 유곡테니스장내,35.564562,129.283609,8,울산광역시 중구
병영2 중울산농협앞 주차장,35.553382,129.323996,10,울산광역시 중구
병영지구대 주차장,35.579149,129.3461365,10,울산광역시 중구
외솔최현배선생 기념관,35.574787,129.347592,10,울산광역시 중구
중부경찰서 옆 주차장,35.569567,129.349413,10,울산광역시 중구
약사동주민센터내,35.570396,129.337259,10,울산광역시 중구
동천자전거연습장내,35.567011,129.352271,20,울산광역시 중구
동천 야외수영장 입구,35.567011,129.352271,20,울산광역시 중구
동천자전거연습장내,35.567011,129.352271,20,울산광역시 중구
학성공원 앞,35.555306,129.339321,30,울산광역시 중구
옥교 중앙농협 앞,35.555607,129.322411,4,울산광역시 중구
성남 육갑문 앞,35.552649,129.319285,10,울산광역시 중구
태화동 농협 하나로마트 앞,35.551596,129.2959913,5,울산광역시 중구
태화동 119 소방서내,35.553385,129.2879716,10,울산광역시 중구
다운동 제일중학교 맞은편 도로,35.553384,129.284589,8,울산광역시 중구
성안동주민센터,35.57442627,129.309746,10,울산광역시 중구
울산종합운동장,35.562338,129.346987,84,울산광역시 중구
동천체육관내,35.5615816,129.350547,63,울산광역시 중구
남외중 옆 정지말 공원내,35.565766,129.349945,10,울산광역시 중구
중부경찰서내,35.569567,129.349413,10,울산광역시 중구
태화동 태화지구대,35.56002805,129.297257,10,울산광역시 중구
다운동 정내과의원 앞,35.5585662,129.271766,20,울산광역시 중구
강변부평빌라 길건너 강변 체육시설,35.551939,129.334681,10,울산광역시 중구
반구 공영주차장,35.558608,129.343703,10,울산광역시 중구
복산2공원 공영주차장,35.564802,129.329677,20,울산광역시 중구
울산 중고교 정문 앞,35.563807,129.331646,18,울산광역시 중구
반구1동 신세계정형외과 앞,35.558148,129.342052,7,울산광역시 중구
반구동 신동아 아파트 앞,35.558608,129.343703,8,울산광역시 중구
반구1동 유로캐슬 맞은편 간이역 앞,35.5548468,129.342151,8,울산광역시 중구
학성동 이마트,35.569376,129.332543,23,울산광역시 중구
KTX 광명역사 1번출구 앞,37.4161859,126.8850627,20,경기도 광명시
KTX 광명역사 5번출구 앞,37.4161859,126.8850627,20,경기도 광명시
광명1동 주민센터,37.4885387,126.862629,7,경기도 광명시
광명5동 주민센터,37.4786269,126.8475094,7,경기도 광명시
광명6동 주민센터,37.4710148,126.8485199,10,경기도 광명시
광명동 158-189 앞,37.4797613,126.8538156,3,경기도 광명시
광명동 158-193 앞,37.4798239,126.8534537,10,경기도 광명시
광명동 158-195(광명리더스) 앞,37.4799588,126.8532386,7,경기도 광명시
광명동 158-809(조마루뼈다귀) 앞,37.4794004,126.853432,64,경기도 광명시
광명동 158-830(황소숯불구이) 앞,37.4795168,126.8529004,17,경기도 광명시
광명북고등학교 앞,37.4878231,126.8670627,21,경기도 광명시
광명북중학교 앞,37.4872094,126.8661479,42,경기도 광명시
광명사거리 1번 출구 앞,37.4787902,126.8554569,17,경기도 광명시
광명사거리 3번 출구 앞,37.4789873,126.8545407,16,경기도 광명시
광명사거리 5번 출구 앞,37.4792927,126.8538166,44,경기도 광명시
광명사거리 6번 출구 앞,37.4796804,126.8539628,45,경기도 광명시
광명사거리 7번 출구 앞,37.479852,126.8542903,74,경기도 광명시
광명사거리 9번 출구 앞,37.4794021,126.8548226,17,경기도 광명시
광명시 차량등록사업소,37.4618183,126.8732925,10,경기도 광명시
소하1동 주민센터,37.4521538,126.8849611,10,경기도 광명시
소하고등학교 앞,37.447101,126.887601,50,경기도 광명시
소하도서관,37.4458226,126.8877623,50,경기도 광명시
소하동 스페이스타워 앞,37.4549305,126.8865955,20,경기도 광명시
소하중학교 앞,37.447901,126.887801,60,경기도 광명시
소하초등학교 앞,37.448901,126.887601,150,경기도 광명시
철산2동 주민센터,37.484571,126.8665711,7,경기도 광명시
철산3동 주민센터,37.4808441,126.8702862,10,경기도 광명시
철산동 2001 아울렛 앞(오리로 측),37.4751822,126.8670629,18,경기도 광명시
철산동 2001 아울렛 앞(철산로 측),37.4751822,126.8670629,45,경기도 광명시
철산동 2001 아울렛 주차장입구,37.4751822,126.8670629,12,경기도 광명시
철산동 245-5번지(명동사우나 앞),37.4765985,126.8686205,23,경기도 광명시
철산동 245-7번지(던킨 도넛 앞),37.476491,126.8682589,5,경기도 광명시
철산동 245-8번지(국민은행 앞),37.4764357,126.8680668,27,경기도 광명시
철산동 245-9번지(웅진빌딩 앞),37.4763721,126.867626,14,경기도 광명시
철산동 249번지(기아자동차 앞),37.4761823,126.867095,27,경기도 광명시
철산동 250번지(융창빌딩 앞),37.4760738,126.8667335,36,경기도 광명시
철산동 264번지(외환은행 앞),37.475462,126.8675146,27,경기도 광명시
철산동 270번지(하나은행 앞),37.4755977,126.8679892,55,경기도 광명시
철산동 272번지(연세내과 앞),37.4757062,126.8683169,14,경기도 광명시
철산동 384번지(농협 앞),37.4761583,126.8697631,18,경기도 광명시
철산동 385번지(구 시티은행 앞),37.4762397,126.8700456,27,경기도 광명시
철산동 광성초등학교 앞,37.478234,126.8728119,45,경기도 광명시
철산동 사회체육센터 앞,37.4774032,126.8710949,99,경기도 광명시
철산동 주공13단지 1313동 앞,37.4791235,126.8705379,27,경기도 광명시
철산역 1번출구(기업은행 앞),37.4760136,126.8692886,43,경기도 광명시
충현초교 앞,37.433162,126.8862338,50,경기도 광명시
하안2동 주민센터,37.4645679,126.874712,7,경기도 광명시
하안3동 주민센터,37.4586556,126.8815714,10,경기도 광명시
하안도서관앞,37.4663777,126.8735672,112,경기도 광명시
하안동 기업은행 뒤,37.4612133,126.8804596,20,경기도 광명시
하안사거리 MG새마을금고 앞,37.4620128,126.878209,7,경기도 광명시
하안사거리 골드프라자빌딩 앞,37.4615448,126.878628,14,경기도 광명시
하안사거리 골드힐 상가빌딩 앞,37.4623483,126.8802091,20,경기도 광명시
하안사거리 광명농협 앞,37.4632676,126.8804789,17,경기도 광명시
하안사거리 광명인병원 앞,37.4619329,126.8793168,7,경기도 광명시
하안사거리 국민은행 앞,37.4613822,126.8782892,28,경기도 광명시
하안사거리 남전빌딩 앞,37.4625468,126.880481,28,경기도 광명시
하안사거리 미래여성산부인과 앞,37.4626551,126.8806833,14,경기도 광명시
하안사거리 삼성빌딩 앞,37.4621572,126.8784235,17,경기도 광명시
하안사거리 삼전빌딩 앞,37.4631322,126.8802643,24,경기도 광명시
하안사거리 성보프라자빌딩 앞,37.4620684,126.8796783,20,경기도 광명시
하안사거리 세일빌딩 앞,37.4629064,126.8797108,20,경기도 광명시
하안사거리 신한은행 앞,37.4627635,126.8808979,22,경기도 광명시
하안사거리 우덕빌딩 앞,37.4624642,126.8789882,28,경기도 광명시
하안사거리 원촌빌딩 앞,37.4622385,126.8786268,20,경기도 광명시
하안사거리 유창빌딩 앞,37.4630148,126.8800158,17,경기도 광명시
하안사거리 제일빌딩 앞,37.4617434,126.8789893,59,경기도 광명시
하안사거리 제일프라자 앞,37.4623468,126.8787849,31,경기도 광명시
하안사거리 하나은행 뒤(보행자도로),37.4626266,126.8792366,17,경기도 광명시
하안사거리 하나은행 앞,37.4626266,126.8792366,24,경기도 광명시
학온동 주민센터,37.4153545,126.8512662,10,경기도 광명시
통양리 자전거도로,35.038388,128.064598,30,경상남도 사천시
예수리 자전거도로,35.064015,128.082302,20,경상남도 사천시
선인리 자전거도로,35.075555,128.092841,20,경상남도 사천시
사천시청,35.003863,128.0642075,10,경상남도 사천시
로이젠 울산점 앞,35.533877,129.304058,10,울산광역시 남구
울산성모안과의원 앞,35.538079,129.3204201,10,울산광역시 남구
울산 농수산물도매시장 앞,35.538621,129.333983,10,울산광역시 남구
부산은행 삼산동지점 앞,35.538732,129.327173,10,울산광역시 남구
롯데마트 울산점 정문앞,35.534006,129.3071601,20,울산광역시 남구
한국산업단지공단 울산지역본부,35.541535,129.335153,10,울산광역시 남구
동의대학교 울산한방병원 맞은편,35.545743,129.300764,10,울산광역시 남구
기업은행 울산지점 앞,35.543175,129.302437,10,울산광역시 남구
동의대학교 울산한방병원 앞,35.546044,129.3013201,10,울산광역시 남구
공업탑로터리 커피에반하다 앞,35.532243,129.299875,10,울산광역시 남구
동서오거리 현대자동차 울산서부지점 앞,35.530252,129.307668,10,울산광역시 남구
수암사거리 미림약국 앞,35.528465,129.311751,10,울산광역시 남구
야음중학교 앞,35.5252701,129.316076,20,울산광역시 남구
홈플러스 수암지점 앞,35.526435,129.313963,10,울산광역시 남구
전자랜드 수암지점 앞,35.526999,129.313155,10,울산광역시 남구
경남은행 수암지점 앞,35.527419,129.312542,10,울산광역시 남구
동서오거리 수암로 앞,35.529701,129.307876,10,울산광역시 남구
용연초등학교 앞,35.5252701,129.316076,10,울산광역시 남구
대현고등학교 앞,35.5252701,129.316076,10,울산광역시 남구
문수고등학교 앞,35.555489,129.256481,10,울산광역시 남구
태화강풍림 엑슬루타워 맞은편,35.548043,129.299289,5,울산광역시 남구
1020쇼핑몰 옆,35.532058,129.297765,10,울산광역시 남구
신정고등학교 정문 앞,35.532534,129.293898,40,울산광역시 남구
학성고등학교 정문 앞,35.5312501,129.291544,70,울산광역시 남구
대륙골프백화점 앞,35.533804,129.287909,10,울산광역시 남구
울주군청 정문 버스정류장 앞,35.533384,129.285996,10,울산광역시 남구
울주군청 정문 앞,35.533384,129.285996,20,울산광역시 남구
울산대학교 정문 앞,35.546461,129.252448,10,울산광역시 남구
네파 울산 무거점 앞,35.546576,129.253254,2,울산광역시 남구
울산대학교 아산스포츠센터 앞,35.546461,129.252448,10,울산광역시 남구
호두랑 파이랑 무거점 앞,35.546461,129.252448,10,울산광역시 남구
무거동 명제한의원 앞,35.549077,129.253921,8,울산광역시 남구
무거동 LG베스트샵 앞,35.550695,129.254117,10,울산광역시 남구
무거동 신복고가차도 아래,35.550695,129.254117,60,울산광역시 남구
무거동 남운프라자 버스정류장 앞,35.552059,129.2575801,6,울산광역시 남구
무거동 울산위즈병원 앞,35.552311,129.262138,10,울산광역시 남구
무거동 청소년문화의집 앞,35.552422,129.260952,6,울산광역시 남구
와이드앵글 울산 무거점 앞,35.551574,129.257849,6,울산광역시 남구
여주경찰서,37.2930652,127.6351138,10,경기도 여주시
여주시청,37.298024,127.637163,20,경기도 여주시
여흥동 주민센터,37.2950453,127.6398559,10,경기도 여주시
여주종합터미널,37.2902143,127.6351996,30,경기도 여주시
여주중학교앞버스터미널,37.298024,127.6240845,10,경기도 여주시
대신고등학교,37.3645654,127.6071759,12,경기도 여주시
흥천중학교,37.3267635,127.5552913,10,경기도 여주시
상품중학교,37.4023142,127.440321,10,경기도 여주시
세정중학교,37.2799623,127.5635739,7,경기도 여주시
여주종합운동장,37.2930642,127.6235767,30,경기도 여주시
흥천체육공원,37.3311775,127.5476917,20,경기도 여주시
강천체육공원,37.2752276,127.7060278,20,경기도 여주시
영월루,37.293922,127.6476737,21,경기도 여주시
장애인복지관,37.2993673,127.6323529,10,경기도 여주시
세종국악당,37.2972678,127.6249607,20,경기도 여주시
경남아너스빌 부근,37.503526,126.766322,7,경기도 부천시
가나베스트타운빌딩,37.505164,126.752406,10,경기도 부천시
강산타운,37.505317,126.749813,10,경기도 부천시
광장프라자,37.506916,126.749346,10,경기도 부천시
굿모닝빌딩앞 육교밑,37.505373,126.749123,15,경기도 부천시
디아뜨빌딩 앞,37.507601,126.749357,10,경기도 부천시
뜨레소가구 옆,37.507601,126.749357,10,경기도 부천시
리즈빌관광호텔 앞,37.506007,126.757165,5,경기도 부천시
메리트나이트 앞,37.506106,126.756304,10,경기도 부천시
송내대로 포도마을,37.501431,126.761482,10,경기도 부천시
송내대로 금강마을,37.507766,126.762418,10,경기도 부천시
신중동역 3번출구,37.502238,126.775854,60,경기도 부천시
책마루도서관,37.493961,126.770086,24,경기도 부천시
골드존타워,37.499655,126.775263,10,경기도 부천시
수협앞,37.523899,126.805218,20,경기도 부천시
한성빌딩,37.523614,126.805201,20,경기도 부천시
롯데리아 앞,37.526162,126.805114,10,경기도 부천시
오정대로 쉼터,37.532341,126.803261,10,경기도 부천시
(구)축협앞,37.523899,126.805218,20,경기도 부천시
오정초등학교 옆,37.527571,126.806341,10,경기도 부천시
마사회뒷편,37.524824,126.805531,5,경기도 부천시
원종1동사무소,37.525983,126.805486,5,경기도 부천시
대한노인회,37.522593,126.799451,9,경기도 부천시
원종2동 주민센터 옆,37.525139,126.799121,24,경기도 부천시
원종2동 사무소,37.525139,126.799121,10,경기도 부천시
원종고등학교옆,37.527397,126.799401,10,경기도 부천시
원종사거리,37.524265,126.804548,20,경기도 부천시
원종사거리버스정류장,37.522888,126.804498,10,경기도 부천시
빵굼터 앞,37.526686,126.804552,10,경기도 부천시
(통일익스프레스 앞),37.522077,126.800564,10,경기도 부천시
원종중앙시장,37.525028,126.802301,27,경기도 부천시
송내역 환승센터,37.487716,126.752757,600,경기도 부천시
덕산중학교,37.528677,126.793531,10,경기도 부천시
고강본동 재래시장근처,37.526234,126.821179,21,경기도 부천시
고강사거리,37.527883,126.815802,10,경기도 부천시
인일빌딩 앞,37.527199,126.815824,8,경기도 부천시
원종ic(사랑회사무실),37.534351,126.807598,20,경기도 부천시
제일시장입구,37.528271,126.811383,10,경기도 부천시
원종공원,37.51825,126.80764,20,경기도 부천시
까치울마을1단지주차장앞,37.503526,126.766322,20,경기도 부천시
까치울마을2단지주차장앞,37.503526,126.766322,40,경기도 부천시
까치울마을3단지주차장앞,37.503526,126.766322,20,경기도 부천시
영정천약수터 입구,37.503526,126.766322,10,경기도 부천시
기업은행 앞,37.518784,126.805165,10,경기도 부천시
성곡농협 앞,37.520732,126.804478,10,경기도 부천시
하이마트 앞,37.515932,126.803808,10,경기도 부천시
여월중학교,37.517104,126.797658,24,경기도 부천시
중소기업은행옆,37.518784,126.805165,20,경기도 부천시
여월중학교,37.517104,126.797658,20,경기도 부천시
한강프라지약국,37.519983,126.805225,5,경기도 부천시
은데미공원 근처,37.520943,126.811986,18,경기도 부천시
오정경찰서,37.514285,126.800486,5,경기도 부천시
까치울역 3번출구,37.503526,126.766322,63,경기도 부천시
까치울역 5번출구,37.503526,126.766322,15,경기도 부천시
삼정공원,37.520375,126.772323,9,경기도 부천시
감리교회 앞,37.519339,126.785371,10,경기도 부천시
삼정동 어린이 공원,37.518667,126.767498,10,경기도 부천시
미성주유소 옆,37.519245,126.804456,20,경기도 부천시
내동중학교(차양막),37.517924,126.77406,20,경기도 부천시
태익(공장지대),37.521172,126.772728,20,경기도 부천시
삼정초등학교 후문앞,37.517757,126.770974,9,경기도 부천시
오정공원,37.528322,126.795928,9,경기도 부천시
오정동179 세종아(2차),37.528322,126.795928,8,경기도 부천시
오정대로,37.528322,126.795928,10,경기도 부천시
오정대로,37.528322,126.795928,10,경기도 부천시
오정대로,37.528322,126.795928,10,경기도 부천시
오정대로,37.528322,126.795928,10,경기도 부천시
오정구청(아트홀 옆),37.528322,126.795928,100,경기도 부천시
오정농협 앞,37.528322,126.795928,10,경기도 부천시
신흥로 램프 자전거 ?터,37.528322,126.795928,20,경기도 부천시
세느강변 가든 옆 자전거 ?터,37.541679,126.788404,20,경기도 부천시
덕산중학교 앞,37.528322,126.795928,40,경기도 부천시
국민은행 앞,37.528322,126.795928,10,경기도 부천시
오정동주민센터,37.528322,126.795928,10,경기도 부천시
부천실업고,37.528322,126.795928,27,경기도 부천시
오정동주민센터,37.528322,126.795928,20,경기도 부천시
신오빌딩,37.528322,126.795928,15,경기도 부천시
신오빌딩,37.528322,126.795928,15,경기도 부천시
엔터기술,37.528322,126.795928,10,경기도 부천시
덕산초교 옆,37.528322,126.795928,10,경기도 부천시
덕산초교 옆,37.528322,126.795928,30,경기도 부천시
오정구청내(차양막),37.528322,126.795928,20,경기도 부천시
덕산중학교,37.528322,126.795928,30,경기도 부천시
덕산초교 옆,37.528322,126.795928,40,경기도 부천시
동일빌딩앞,37.527584,126.808464,10,경기도 부천시
한성빌딩,37.523613,126.805156,20,경기도 부천시
원종파출소앞,37.526145,126.805138,10,경기도 부천시
롯데리아 앞,37.523181,126.805208,10,경기도 부천시
오정대로 쉼터,37.532315,126.803196,10,경기도 부천시
오정농협 앞,37.526425,126.805168,10,경기도 부천시
오정초 건너편,37.52759,126.806326,10,경기도 부천시
마사회뒷편,37.524815,126.80551,5,경기도 부천시
동호하이빌 앞,37.522851,126.805496,5,경기도 부천시
원종2동 주민센터 옆,37.528322,126.795928,24,경기도 부천시
원종2동 사무소,37.528322,126.795928,10,경기도 부천시
원종고등학교옆,37.528322,126.795928,10,경기도 부천시
원종사거리,37.524201,126.804479,20,경기도 부천시
원종사거리버스정류장,37.522849,126.804478,10,경기도 부천시
백문약국 앞,37.525139,126.804532,10,경기도 부천시
원종2동주민자치센터,37.526013,126.799235,10,경기도 부천시
원종고등학교옆,37.527962,126.800358,15,경기도 부천시
원종중앙시장,37.524953,126.80225,27,경기도 부천시
시청사,37.503433,126.76595,79,경기도 부천시
소사어울마당,37.480193,126.799901,20,경기도 부천시
소사어울마당,37.480193,126.799901,20,경기도 부천시
오정어울마당,37.528278,126.795997,21,경기도 부천시
도당동 제1호 주차장,37.508472,126.787968,14,경기도 부천시
삼정동 제2호 주차장,37.526328,126.771196,7,경기도 부천시
상동철골 주차장,37.492212,126.764857,10,경기도 부천시
심곡본동철골 주차장,37.480831,126.779426,10,경기도 부천시
원종철골 주차장,37.525028,126.805167,10,경기도 부천시
장승업노외 주차장,37.486177,126.758149,5,경기도 부천시
구터미널 주차장,37.502089,126.769297,12,경기도 부천시
로데오 주차장,37.49084,126.751706,6,경기도 부천시
반달 주차장,37.48901,126.751668,5,경기도 부천시
법원 주차장,37.490341,126.756576,24,경기도 부천시
송내북부 주차장,37.488725,126.75623,6,경기도 부천시
벌막공원 주차장,37.496299,126.779185,7,경기도 부천시
들국화(여월2) 주차장,37.520316,126.798998,14,경기도 부천시
고강본동노외 주차장,37.524283,126.825237,7,경기도 부천시
멀뫼 주차장,37.496462,126.787167,10,경기도 부천시
부흥 주차장,37.493949,126.779371,7,경기도 부천시
구 소사구청 주차장,37.481454,126.772632,5,경기도 부천시
한신시장 주차장,37.480031,126.799892,10,경기도 부천시
오정2호 주차장,37.528322,126.795928,10,경기도 부천시
상2동 행정복지센터 주차장,37.500487,126.754847,16,경기도 부천시
시의회옆 주차장,37.502748,126.764299,7,경기도 부천시
서촌공원,37.488331,126.749656,20,경기도 부천시
구지공원,37.492301,126.753525,15,경기도 부천시
석천공원,37.495625,126.760311,10,경기도 부천시
석천공원,37.495625,126.760311,10,경기도 부천시
소향공원,37.497252,126.772102,5,경기도 부천시
원미공원,37.496462,126.787167,30,경기도 부천시
길주공원,37.508007,126.77257,10,경기도 부천시
보배공원,37.501981,126.781536,10,경기도 부천시
꿈마을공원,37.498768,126.782742,10,경기도 부천시
다복한공원,37.500948,126.754139,10,경기도 부천시
보람공원,37.497554,126.759567,30,경기도 부천시
새싹공원,37.493251,126.770302,10,경기도 부천시
보람공원,37.497554,126.759567,28,경기도 부천시
별빛공원,37.496462,126.787167,20,경기도 부천시
은하공원,37.507373,126.765399,10,경기도 부천시
시청광장,37.504752,126.766313,20,경기도 부천시
시청광장,37.504752,126.766313,44,경기도 부천시
금강공원,37.506709,126.763091,10,경기도 부천시
산골공원,37.482026,126.759281,12,경기도 부천시
다산공원,37.485956,126.765389,10,경기도 부천시
산새공원,37.480031,126.799892,9,경기도 부천시
양지공원,37.476511,126.813538,10,경기도 부천시
승재프라자 뒤,37.507477,126.753012,10,경기도 부천시
승재프라자,37.507477,126.753012,22,경기도 부천시
상동프라자,37.507035,126.75294,20,경기도 부천시
현해프라자,37.506691,126.752788,35,경기도 부천시
뱅뱅프라자,37.507288,126.753875,40,경기도 부천시
썬프라자,37.507014,126.753899,34,경기도 부천시
다인타운,37.506774,126.753827,55,경기도 부천시
보람프라자,37.507277,126.754531,8,경기도 부천시
보람씨티프라자,37.507137,126.755732,20,경기도 부천시
그린힐 앞,37.506039,126.757639,27,경기도 부천시
그린힐 뒤,37.506039,126.757639,18,경기도 부천시
대림빌딩,37.507535,126.751688,20,경기도 부천시
상동천주교회,37.515677,126.75817,21,경기도 부천시
농협 앞,37.528959,126.785795,10,경기도 부천시
오정구청내(차양막),37.528046,126.796221,20,경기도 부천시
덕산중학교(차양막),37.528677,126.793531,20,경기도 부천시
부천남부역 주차장 경인로변,37.483318,126.783054,45,경기도 부천시
까치울역 4번출구,37.506891,126.810803,14,경기도 부천시
부천남부역 광장,37.483332,126.782771,60,경기도 부천시
송내역 남부광장 식당가쪽 보도,37.487343,126.753673,35,경기도 부천시
중동남부역 출입구,37.486426,126.764381,35,경기도 부천시
중동남부역 고가 밑,37.486063,126.764517,100,경기도 부천시
한울빛도서관 입구,37.480031,126.799892,49,경기도 부천시
소사역 남부,37.480031,126.799892,35,경기도 부천시
산새공원 입구,37.480031,126.799892,9,경기도 부천시
소사본3동주민센터,37.480031,126.799892,12,경기도 부천시
부천역4번출구앞,37.484317,126.783371,30,경기도 부천시
부천역3번출구앞,37.484501,126.782251,80,경기도 부천시
심곡2동주민센터,37.487561,126.787071,14,경기도 부천시
국민은행 부천중앙로지점 앞,37.492591,126.784831,15,경기도 부천시
소사역 3번출구 건너편,37.482881,126.794841,10,경기도 부천시
심곡본동 공영주차장,37.480857,126.779771,10,경기도 부천시
휴먼스빌,37.482663,126.778714,10,경기도 부천시
엔터기술,37.526681,126.797017,10,경기도 부천시
덕산중학교,37.528687,126.793538,90,경기도 부천시
덕산초교 옆,37.529627,126.792081,10,경기도 부천시
덕산초교 옆,37.529627,126.792081,30,경기도 부천시
덕산초교 옆,37.529627,126.792081,40,경기도 부천시
원종소공원,37.526556,126.807516,8,경기도 부천시
국민은행 앞,37.527231,126.816378,20,경기도 부천시
우리은행 앞,37.52806,126.816319,20,경기도 부천시
은행단지약수터 입구,37.522536,126.82083,10,경기도 부천시
고강주유소 버스승강장 옆,37.524895,126.816075,10,경기도 부천시
신한국빌딩,37.497934,126.776999,10,경기도 부천시
트리플타워,37.501834,126.775951,40,경기도 부천시
다운타운,37.502662,126.774196,20,경기도 부천시
농협 부천시 지부,37.501072,126.772028,20,경기도 부천시
계룡리슈빌,37.503263,126.769561,10,경기도 부천시
한양프라자,37.496798,126.77609,30,경기도 부천시
서울빌딩,37.494897,126.771699,10,경기도 부천시
영라이프 빌딩,37.505212,126.762924,61,경기도 부천시
은하마을 앞 공원,37.504788,126.766324,13,경기도 부천시
부천메티칼센터,37.504436,126.768874,21,경기도 부천시
하나빌딩,37.504591,126.76817,30,경기도 부천시
부천테크노파크 402동,37.516919,126.764031,40,경기도 부천시
U-BASE,37.496982,126.777286,10,경기도 부천시
드림빌딩,37.504702,126.766755,10,경기도 부천시
이스트타워,37.499018,126.775477,10,경기도 부천시
