도서관명,열람좌석수,자료수(도서),자료수(연속간행물),위도,경도,제공기관명
울주선바위도서관,418,109320,14319,35.573634,129.237452,울산광역시
울주도서관,653,221421,16711,35.558438,129.137717,울산광역시
한누리작은도서관,10,4279,0,35.560048,129.122739,울산광역시
은행나무작은도서관,37,14353,0,35.569408,129.239152,울산광역시
동백작은도서관,16,13594,0,35.434737,129.314562,울산광역시
대덕도서관,63,21130,0,35.438506,129.315295,울산광역시
읍성작은도서관,26,3770,0,35.566043,129.121565,울산광역시
느티나무작은도서관,16,4661,0,35.523621,129.157512,울산광역시
작천정작은도서관,28,3137,0,35.540937,129.108423,울산광역시
가지산작은도서관,10,6702,0,35.590522,129.091275,울산광역시
웅촌작은도서관,6,6350,0,35.461515,129.208488,울산광역시
늘푸름작은도서관,16,6208,0,35.493154,129.306034,울산광역시
해오름작은도서관,15,7520,0,35.350099,129.326423,울산광역시
범서작은도서관,12,4019,0,35.568631,129.230558,울산광역시
온양작은도서관,38,5686,0,35.419004,129.280657,울산광역시
책마을작은도서관,30,2890,0,35.492981,129.269145,울산광역시
글마루 작은도서관,50,12715,25,35.1127605,129.0316475,부산광역시 중구
보수동책방골목어린이도서관,40,7523,10,35.1031296,129.0252722,부산광역시 중구
?다작은도서관,50,6487,0,,,부산광역시 중구
책갈피작은도서관,24,12869,0,,,부산광역시 중구
산리작은도서관,12,2943,0,,,부산광역시 중구
민들레작은도서관,70,3723,0,,,부산광역시 중구
사당솔밭도서관,280,43506,34,37.484056,126.967369,서울특별시 동작구
상도국주도서관,100,42565,12,37.506711,126.951059,서울특별시 동작구
동작어린이도서관,130,37857,10,37.509147,126.943434,서울특별시 동작구
대방어린이도서관,50,19511,12,37.502978,126.925182,서울특별시 동작구
동작샘터도서관,50,20950,9,37.48832,126.977553,서울특별시 동작구
본도작은도서관,30,8298,13,37.513044,126.956013,서울특별시 동작구
약수작은도서관,47,17265,11,37.497851,126.94744,서울특별시 동작구
국사봉숲속작은도서관,10,2200,0,37.495701,126.941147,서울특별시 동작구
나주공공도서관,1300,316777,155,35.0290275,126.7165433,전라남도교육청 나주공공도서관
나주공공도서관,1300,316777,155,35.0290275,126.7165433,전라남도교육청 나주공공도서관
사북공공도서관,213,62064,0,37.22421135,128.8246784,강원도 정선군
강릉시립중앙도서관,464,321420,24,37.773104,128.912992,강원도 강릉시
행복한모루도서관,647,167982,21,37.764043,128.8909187,강원도 강릉시
솔올꿈나무작은도서관,30,12589,6,37.765609,128.874446,강원도 강릉시
성덕반딧불작은도서관,49,23208,7,37.7559784,128.907969,강원도 강릉시
LOHAS강릉작은도서관,64,15462,10,37.752448,128.875787,강원도 강릉시
어울림작은도서관,103,14879,4,37.763124,128.908307,강원도 강릉시
문화작은도서관,118,21677,7,37.754376,128.889762,강원도 강릉시
남산작은도서관,29,11471,8,37.745705,128.891124,강원도 강릉시
강릉관아작은도서관,20,6540,4,37.7517814,128.891807,강원도 강릉시
옥거리작은도서관,32,18347,7,37.758707,128.901125,강원도 강릉시
초당작은도서관,56,12436,8,37.787332,128.912116,강원도 강릉시
월대산작은도서관,61,11335,5,37.763329,128.918217,강원도 강릉시
청양도서관,435,95388,0,36.4527618,126.8003983,충청남도 청양군
정산도서관,191,24786,19,36.412924,126.951206,충청남도 청양군
운곡면작은도서관,6,2692,0,36.523723,126.844652,충청남도 청양군
대치면작은도서관,18,2048,0,36.444803,126.832058,충청남도 청양군
목면작은도서관,10,1222,0,36.419134,127.003971,충청남도 청양군
장평면작은도서관,16,1638,0,36.342111,126.892981,충청남도 청양군
비봉면작은도서관,12,1242,0,36.519416,126.786459,충청남도 청양군
남양생명나무작은도서관,15,5600,4,36.379015,126.796659,충청남도 청양군
솔로몬작은도서관,6,2500,0,36.449411,126.805373,충청남도 청양군
청남꿈꾸는작은도서관,30,1500,0,36.356006,126.951681,충청남도 청양군
화성책카페,21,3000,0,36.424368,126.714857,충청남도 청양군
작전도서관,206,35223,0,37.5330069,126.7376606,인천광역시 계양구
효성도서관,162,39352,0,37.5297327,126.7150576,인천광역시 계양구
서운도서관,99,33390,0,37.526567,126.742717,인천광역시 계양구
